anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
746,tt0583453,"Joey loads a box with knickknacks, then frowns, looking up.","He loads a box with knickknacks, then frowns, looking up.","['He loads a box with knickknacks.', 'He frowns.', 'He looks up.']"
747,tt0583453,He nods decidedly to himself.,He nods decidedly to himself.,['He nods decidedly to himself.']
748,tt0583453,She waggles her ring for the others.,She waggles her ring for them.,['She waggles her ring for them.']
749,tt0583453,"She pinches his cheek and de-crinkles his nose, annoyed.","She pinches his cheek and de-crinkles his nose, annoyed.","['She pinches his cheek.', 'She de-crinkles his nose.', 'She is annoyed.']"
750,tt0583453,"Ross strides in, carrying a briefcase and wearing a suit.","He strides in, carrying a briefcase and wearing a suit.","['He strides in.', 'He carries a briefcase.', 'He wears a suit.']"
751,tt0583453,He sets the case down in front of Phoebe.,He sets the case down in front of her.,"['He sets the case down.', 'He does it in front of her.']"
752,tt0583453,"He gives her a nervous look, then glances to Rachel and Monica, who listen attentively.","He gives her a nervous look, then glances to her and them, who listen attentively.","['He gives her a nervous look.', 'He glances to her and them.', 'They listen attentively.']"
753,tt0583453,"Phoebe backs up, reeling.","She backs up, reeling.","['She backs up.', 'She reels.']"
754,tt0583453,She gives him a mournful look.,She gives him a mournful look.,['She gives him a mournful look.']
755,tt0583453,"Searching, his eyes go distant, and he slowly shuts his briefcase.","Searching, his eyes go distant, and he slowly shuts his briefcase.","['Searching, his eyes go distant.', 'He slowly shuts his briefcase.']"
756,tt0583453,"He glances up at her, then quickly hugs the case to his chest and hurries out.","He glances up at her, then quickly hugs the case to his chest and hurries out.","['He glances up at her.', 'He quickly hugs the case to his chest.', 'He hurries out.']"
757,tt0583453,Phoebe grins and turns to the girls.,She grins and turns to them.,"['She grins.', 'She turns to them.']"
758,tt0583453,"Monica swings on her coat, knocking over the lamp.","She swings on her coat, knocking over the lamp.","['She swings on her coat.', 'She knocks over the lamp.']"
759,tt0583453,"She freezes, gaping, and Rachel runs out of her bedroom.","She freezes, gaping, and she runs out of her bedroom.","['She freezes, gaping.', 'She runs out of her bedroom.']"
760,tt0583453,Rachel slumps away with the pieces as Chandler enters.,He enters.,['He enters.']
761,tt0583539,Ross holds the pitcher in front of Chandler's chest.,He holds the pitcher in front of his chest.,"['He holds the pitcher.', 'It is in front of his chest.']"
762,tt0583539,"Chandler gives a dark look, then a sarcastic smile.","He gives a dark look, then a sarcastic smile.","['He gives a dark look.', 'He gives a sarcastic smile.']"
763,tt0583539,He scowls and turns back to his magazine.,He scowls and turns back to his magazine.,"['He scowls.', 'He turns back to his magazine.']"
764,tt0583539,"Later, Julie puts on a jacket.","Later, she puts on a jacket.",['She puts on a jacket.']
765,tt0583539,Ross spreads out on a couch as Rachel busts his table.,He spreads out on a couch as she busts his table.,"['He spreads out on a couch.', 'She busts his table.']"
766,tt0583539,"As she clears a plate, he playfully kicks her butt.","As she clears a plate, he playfully kicks her butt.","['She clears a plate.', 'He playfully kicks her butt.']"
767,tt0583539,She starts off.,She starts off.,['She starts off.']
768,tt0583539,He perks up.,He perks up.,['He perks up.']
769,tt0583539,"Stunned, he sits back, lifting his brows.","Stunned, he sits back, lifting his brows.","['He sits back.', 'He lifts his brows.']"
770,tt0583539,"Rachel pats his back, then struts off, swinging a towel over her shoulder.","He pats his back, then struts off, swinging a towel over her shoulder.","['He pats his back.', 'He struts off.', 'He swings a towel over her shoulder.']"
771,tt0583539,Phoebe enters his dressing room.,He enters his dressing room.,['He enters his dressing room.']
772,tt0583539,He wraps her in a long hug and she shuts her eyes.,He wraps her in a long hug and she shuts her eyes.,"['He wraps her in a long hug.', 'She shuts her eyes.']"
773,tt0583539,Phoebe keeps holding him.,She keeps holding him.,['She keeps holding him.']
774,tt0583539,She lets go.,She lets go.,['She lets go.']
775,tt0583539,He nods and steps into another room.,He nods and steps into another room.,"['He nods.', 'He steps into another room.']"
776,tt0583539,"He smoothly pulls her in for a kiss as Chandler, Monica, Rachel, and Joey enter with food.",He smoothly pulls her in for a kiss as they enter with food.,"['He smoothly pulls her in for a kiss.', 'They enter with food.']"
777,tt0583539,"Rachel stiffens, then glances to Joey, who avoids her gaze.","He stiffens, then glances to him, who avoids his gaze.","['He stiffens.', 'He glances to him.', 'He avoids his gaze.']"
778,tt0583539,Chandler puts the tape in the VCR as Rachel drinks wine.,He puts the tape in the VCR as she drinks wine.,"['He puts the tape in the VCR.', 'She drinks wine.']"
779,tt0583539,Monica grooves on the couch and all but Rachel follows suit.,"On the couch, she grooves and all but her follows suit.","['She grooves.', 'All but her follows suit.']"
780,tt0583539,Julie playfully hits him.,She playfully hits him.,['She playfully hits him.']
781,tt0583539,He cracks a smile.,He cracks a smile.,['He cracks a smile.']
782,tt0583539,"From across the room, Rachel watches Ross intently.","From across the room, she watches him intently.","['From across the room, she watches him intently.']"
783,tt0583539,Rachel slumps away.,She slumps away.,['She slumps away.']
784,tt0583539,"In Duncan's dressing room, Phoebe checks her hair.","In her dressing room, she checks her hair.","['She checks her hair.', 'She is in her dressing room.']"
785,tt0583539,He enters in straight clothes.,He enters in straight clothes.,"['He enters.', 'He is in straight clothes.']"
786,tt0583539,"He puts his hands on his hips, distraught.","He puts his hands on his hips, distraught.","['He puts his hands on his hips.', 'He is distraught.']"
787,tt0583539,"Phoebe turns away, arms folded.","She turns away, arms folded.","['She turns away.', 'Her arms are folded.']"
788,tt0583539,"Phoebe shrugs with one arm, searching for words.","She shrugs with one arm, searching for words.","['She shrugs with one arm.', 'She searches for words.']"
789,tt0583539,She throws up her hands.,She throws up her hands.,['She throws up her hands.']
790,tt0583539,Duncan spreads his arms imploringly.,He spreads his arms imploringly.,['He spreads his arms imploringly.']
791,tt0583539,Monica points to the bathroom.,She points to the bathroom.,['She points to the bathroom.']
792,tt0583539,Julie pats Ross's knee.,He pats his knee.,['He pats his knee.']
793,tt0583539,She sits in front of Julie.,She sits in front of her.,['She sits in front of her.']
794,tt0583539,Rachel gives her a sullen look and she sits.,She gives her a sullen look and she sits.,"['She gives her a sullen look.', 'She sits.']"
795,tt0583539,She hands them over.,She hands them over.,['She hands them over.']
796,tt0583539,"Duncan takes her hand, then pulls her into a hug.","He takes her hand, then pulls her into a hug.","['He takes her hand.', 'He pulls her into a hug.']"
797,tt0583539,They pull back and share a tender kiss.,They pull back and share a tender kiss.,"['They pull back.', 'They share a tender kiss.']"
798,tt0583539,"Separating, Phoebe gives Duncan a smile.","Separating, he gives him a smile.","['He gives him a smile.', 'He separates.']"
799,tt0583539,"At Ross's, Chandler dozes.","At his, he dozes.","['At his, he dozes.']"
800,tt0583539,He stumbles up from the couch.,He stumbles up from the couch.,['He stumbles up from the couch.']
801,tt0583539,"Later, he and Monica lean on each other as they leave.","Later, he and she lean on each other as they leave.","['He and she lean on each other.', 'They leave.']"
802,tt0583539,Ross follows them into the hall.,He follows them into the hall.,['He follows them into the hall.']
803,tt0583539,Rachel steps out behind him.,He steps out behind him.,['He steps out behind him.']
804,tt0583539,"She fidgets, avoiding his gaze.","She fidgets, avoiding his gaze.","['She fidgets.', 'She avoids his gaze.']"
805,tt0583539,He gives her a sick look and she shrugs.,He gives her a sick look and she shrugs.,"['He gives her a sick look.', 'She shrugs.']"
806,tt0583539,He spots the door ajar and latches it.,He spots the door ajar and latches it.,"['He spots the door ajar.', 'He latches it.']"
807,tt0583539,"Rachel leans against the wall, eyes down.","She leans against the wall, eyes down.","['She leans against the wall.', 'Her eyes are down.']"
808,tt0583539,"Her eyes distant and soft, she touches her face as Ross stares.","Her eyes distant and soft, she touches her face as he stares.","['Her eyes distant and soft.', 'She touches her face.', 'He stares.']"
809,tt0583519,He waves the horny and alone hand.,He waves the horny and alone hand.,['He waves the horny and alone hand.']
810,tt0583519,"At Monica and Rachel's place, Ross talks on the phone.","At their place, he talks on the phone.",['He talks on the phone.']
811,tt0583519,Joey elbows Ratol.,He elbows him.,['He elbows him.']
812,tt0583519,Ross follows Chandler out.,He follows him out.,['He follows him out.']
813,tt0583519,Monica skips off to her room while the others force smiles.,"While the others force smiles, she skips off to her room.","['While the others force smiles.', 'She skips off to her room.']"
814,tt0583519,"At Central Perk, Ross and Chandler watch a blonde woman sitting alone at a table.","At Central Perk, he and he watch a blonde woman sitting alone at a table.",['He and he watch a blonde woman sitting alone at a table.']
815,tt0583519,He turns back.,He turns back.,['He turns back.']
816,tt0583519,Chandler slowly makes his way toward the woman's table.,He slowly makes his way toward her table.,['He slowly makes his way toward her table.']
817,tt0583519,She smiles at him.,She smiles at him.,['She smiles at him.']
818,tt0583519,Chandler glances over to see Ross glaring at him.,He glances over to see him glaring at him.,"['He glances over to see him.', 'He glares at him.']"
819,tt0583519,"At a nice restaurant, Ross taps his wine glass.","At a nice restaurant, he taps his wine glass.","['He taps his wine glass.', 'At a nice restaurant.']"
820,tt0583519,The others lift water glasses.,They lift water glasses.,['They lift water glasses.']
821,tt0583519,Everyone stares uncomfortably down at the table.,Everyone stares uncomfortably down at the table.,['Everyone stares uncomfortably down at the table.']
822,tt0583519,Joey and Phoebe stare blankly.,They stare blankly.,['They stare blankly.']
823,tt0583519,Phoebe rolls her eyes.,He rolls her eyes.,['He rolls her eyes.']
824,tt0583519,Monica throws her hands up.,She throws her hands up.,['She throws her hands up.']
825,tt0583519,"Ross, Chandler, and Monica leave.",They leave.,['They leave.']
826,tt0583519,Monica steps back inside.,She steps back inside.,['She steps back inside.']
