index,text_gt,text_gt_wo_char
8537,He stops and scrutinizes a man leaning on a nearby wall and reading a newspaper.,He stops and scrutinizes him leaning on a nearby wall and reading a newspaper.
8540,He smirks and steps through the doorway where a receptionist faces him.,He smirks and steps through the doorway where a receptionist faces him.
8544,Picard closes the office door.,He closes the office door.
8545,He enters a private office.,He enters a private office.
8546,He stops suddenly and smirks as he looks around.,He stops suddenly and smirks as he looks around.
8548,He removes his coat and hangs it.,He removes his coat and hangs it.
8550,Then walks around looking pleased.,Then walks around looking pleased.
8551,He steps to a shelf and switches on a radio.,He steps to a shelf and switches on a radio.
8553,He paces to a window and peers out.,He paces to a window and peers out.
8555,She faces Troy.,She faces him.
8556,Troy looks worried.,He looks worried.
8557,Now Picard peers out the office window as Madeline enters.,Now he peers out the office window as she enters.
8559,A heavyset man in a suit enters.,He enters.
8560,Picard steps to the radio and turns it off.,He steps to the radio and turns it off.
8562,Picard sits at his desk.,He sits at his desk.
8563,Bender disappears.,He disappears.
8564,The card stands.,It stands.
8565,He adjusts his suit.,He adjusts his suit.
8566,He puts his hands in his pockets as a slender man with a mustache enters and stands mysteriously.,He puts his hands in his pockets as he enters and stands mysteriously.
8569,"He turns to Picard and steps toward him, glaring.","He turns to him and steps toward him, glaring."
8572,He suddenly grabs Picard's lapels.,He suddenly grabs his lapels.
8573,The man freezes.,He freezes.
8574,"He disappears, dropping Picard on his desk.","He disappears, dropping him on his desk."
8576,Bender bursts in with an automatic rifle.,He bursts in with an automatic rifle.
8578,"Bender freezes, aiming the gun at Picard.","He freezes, aiming the gun at him."
8580,He shifts and frowns.,He shifts and frowns.
8582,Lil' Oksana enters with Hon.,She enters with him.
8583,She peers at the fish-like contidions.,She peers at the fish-like contidions.
8584,She peers at Worf.,She peers at him.
8585,Worf looks away.,He looks away.
8586,Holm puts a hand to his eyes.,He puts a hand to his eyes.
8587,They leave together.,They leave together.
8589,"In the holodeck, Picard exits his office.","In the holodeck, he exits his office."
8591,Madeline sits frozen.,She sits frozen.
8592,She suddenly turns to him.,She suddenly turns to him.
8594,He sits on the desk and leans into her.,He sits on the desk and leans into her.
8596,She hands him a gun from her drawer.,She hands him a gun from her drawer.
8598,He takes it curiously.,He takes it curiously.
8599,She puts on her coat as he spins the cartridge and holsters the gun.,She puts on her coat as he spins the cartridge and holsters the gun.
8602,They walk out of the office together.,They walk out of the office together.
8603,"At Rex's bar, Picard and Madeline enter through the front door.","Inside Rex's bar, they enter through the front door."
8604,Picard takes a seat at the counter with Madeline as the bartender walks over.,He takes a seat at the counter with her as the bartender walks over.
8606,The bartender gestures to Picard and indicates money.,He gestures to him and indicates money.
8608,Picard returns the gesture pensively.,He returns the gesture pensively.
8609,Picard purses his lips and looks down.,He purses his lips and looks down.
8611,"In sickbay, Pulaski activates her communicator.","In sickbay, he activates her communicator."
8612,Loaxana walks onto the bridge as Troy leaps up.,He walks onto the bridge as he leaps up.
8614,Riker steps over.,He steps over.
8615,Troy faces Loaxana.,He faces her.
8616,Lil' Oksana focuses on Riker.,He focuses on him.
8617,Troy looks defensive.,He looks defensive.
8618,"In Sigpeh, Pulaski scans an Antidian.","In Sigpeh, he scans an Antidian."
8619,"The Antidian blinks, and she activates her communicator.",She activates her communicator.
8620,Riker looks stunned.,He looks stunned.
8621,Riker glares at Troi helplessly as she stares back at him with concern.,He glares at her helplessly as she stares back at him with concern.
8623,"On the bridge, Riker faces Lwixana.","On the bridge, he faces her."
8624,Riker intercepts Troi.,He intercepts her.
8626,Data hurries away.,He hurries away.
8627,"In the holodeck, Picard sits at the bar, leaning into Madeline.","In the holodeck, he sits at the bar, leaning into her."
8629,The shadow of a man appears at the door.,The shadow of him appears at the door.
8631,Madeline turns and gasps.,She turns and gasps.
8633,The door opens slowly.,The door opens slowly.
8634,Data wears a beige suit and fedora as he enters with Riker.,He wears a beige suit and fedora as he enters with him.
8637,Data and Riker settle at the bar as Rex pours them drinks.,They settle at the bar as he pours them drinks.
8639,"In her quarters, Lilixana wears a puffy purple gown.","In her quarters, she wears a puffy purple gown."
8641,She walks off with Holm.,She walks off with him.
8642,She steps into the hallway and knocks on the computer panel.,She steps into the hallway and knocks on the computer panel.
8644,Louixana looks pleased and walks off.,She looks pleased and walks off.
8646,"Later, Rex looks amazed.",He looks amazed.
8647,Holm opens the door of the bar and lets Louixana in.,He opens the door of the bar and lets her in.
8649,Rex raises his eyebrows.,He raises his eyebrows.
8650,Lilixana looks intrigued and walks off as Riker and Data exchange glances.,She looks intrigued and walks off as he and he exchange glances.
8653,Rex winks at Picard.,He winks at him.
8654,He joins her at a small table with a bottle and two wine glasses.,He joins her at a small table with a bottle and two wine glasses.
8655,Riker walks up behind the card.,He walks up behind the card.
8656,Livoxana toasts with Rex.,He toasts with him.
8657,"In sickbay, the Antidians look desperate.","In sickbay, they look desperate."
8658,The Antidians rush to the container and eat voraciously out of it.,They rush to the container and eat voraciously out of it.
8660,"In the bar, Rector walks away from Picard.","In the bar, he walks away from him."
8661,"Pulaski smiles at the Antinians, who eat ravenously.","He smiles at them, who eat ravenously."
8663,They ignore her.,They ignore her.
8664,She smirks and peers at Worf.,She smirks and peers at him.
8666,"In the bar, Picard walks up to Lwaxana.","In the bar, he walks up to her."
8667,She steps away from the table.,She steps away from the table.
8668,Now the Enterprise arrives at a blue planet.,Now it arrives at a blue planet.
8669,Louixana steps off a turbolift with Troy and Holm.,She steps off a turbolift with him and him.
8671,They walk into the transporter room.,They walk into the transporter room.
8672,The Antitians stand on the pad.,They stand on the pad.
8673,Picard furrows his brows.,He furrows his brows.
8674,Enterprise glides through space.,It glides through space.
8675,Coming to 3-1 mark 1-1-3.,Coming to he mark he-1-3.
8676,The silver probe follows Enterprise.,The silver probe follows it.
8677,"The probe glides beneath the ship, matching its speed.","The probe glides beneath it, matching its speed."
8679,A blue beam of light encases the probe.,A blue beam of light encases the probe.
8680,A'Brien taps a panel in the transporter room.,He taps a panel in the transporter room.
8681,The probe materializes on the platform.,The probe materializes on the platform.
8682,A'Brien walks over to the probe and taps a control panel.,He walks over to the probe and taps a control panel.
8684,It opens.,It opens.
8685,Riker and O'Brien lift the lid off the probe.,They lift the lid off the probe.
8686,Pulaski scans the emissary inside.,He scans her inside.
8688,She frowns at her tricorder and taps it.,She frowns at her tricorder and taps it.
8690,The emissary removes an oxygen mask.,He removes an oxygen mask.
8691,It is a Klingon woman.,It is a she.
8692,Worf's jaw hardens.,His jaw hardens.
8694,Kalaris Wharf.,Kalaris Wharf.
8695,Troy and Kalar leave.,They leave.
8696,Worf rubs his lips.,He rubs his lips.
8697,They walk into a large guest quarters.,They walk into a large guest quarters.
8698,Troy smiles.,He smiles.
8699,"Later, Worf works in a research lab.","Later, he works in a research lab."
8700,Kalar enters.,He enters.
8701,Worf doesn't look up from his station.,He doesn't look up from his station.
8702,"Kayla rolls her eyes, then sits on the desk in front of Worf.","He rolls his eyes, then sits on the desk in front of him."
8704,Worf stands and paces across the room.,He stands and paces across the room.
8706,He taps on a panel.,He taps on a panel.
8707,She storms away.,She storms away.
8708,Worf clenches his jaw.,He clenches his jaw.
8709,Kalar walks stiffly down the hallway with her fist bolt at her sides.,She walks stiffly down the hallway with her fist bolt at her sides.
8711,She steps into her quarters and breathes heavily through clenched teeth.,She steps into her quarters and breathes heavily through clenched teeth.
8713,"She drives her fist through a round, glass coffee table, shattering it.","She drives her fist through a round, glass coffee table, shattering it."
8715,Troy enters.,He enters.
